prob_centralizado,prob_bo_individual,prob_br_individual,prob_federado,prob_hibrido,pred_centralizado,pred_federado,pred_hibrido
0.09660190939021282,0.010221615442662998,0.0025332342360479877,0.0063264680412270435,0.05146418871571993,False,False,False
0.16031884069514896,0.006618592382420125,0.009763642788505656,0.008211962246301094,0.08426540147072503,False,False,False
0.004791571982282704,0.001433946186202142,1.9210710635323896e-05,0.0007172019115254284,0.002754386946904066,False,False,False
0.11251734500996627,0.01346391467424665,0.001818129686874193,0.007563836632822714,0.06004059082139449,False,False,False
0.138109211533956,0.007560161280685994,0.018694974580385326,0.013201366877058054,0.07565528920550703,False,False,False
0.2272816350321024,0.008166923135899567,0.0046441533931414845,0.006382190167982299,0.11683191260004236,False,False,False
0.13663903926752136,0.024077433790440177,0.018906819621912714,0.0214578570809712,0.07904844817424628,False,False,False
0.012020464337734424,0.02176809387995252,0.0001352757724350489,0.010808307551364357,0.01141438594454939,False,False,False
0.01023146407529867,0.0020760527770735428,0.00010360814746661249,0.0010767575591309946,0.005654110817214832,False,False,False
0.19156906522352624,0.06560761313775731,0.023748503131040294,0.044400625712523886,0.11798484546802507,False,False,False
0.00663847874369974,0.0034052320766631257,0.00017195620817524074,0.0017671647437855192,0.00420282174374263,False,False,False
0.10380566395013378,0.012654571818184726,0.004024179509988854,0.008282175436002407,0.056043919693068094,False,False,False
0.30988900776257605,0.023750032593309607,0.015838291938731982,0.019741725093546426,0.16481536642806124,False,False,False
0.1592911591118291,0.002332861984300308,0.006399919404955477,0.004393346202997174,0.08184225265741313,False,False,False
0.006236644869836706,0.008877614933085566,7.337651609501397e-05,0.004417143285028197,0.0053268940774324515,False,False,False
0.18551230298642993,0.02935737017707316,0.009130630106500686,0.019109942024366056,0.10231112250539799,False,False,False
0.2031662898582192,0.011437803154541798,0.010827479437245581,0.011128596212589482,0.10714744303540434,False,False,False
0.1497807520952836,0.008322359525167751,0.010168311206775521,0.009257569903342602,0.07951916099931311,False,False,False
0.09631673710756272,0.027616071583769136,0.021605059219468897,0.024570725813106972,0.06044373146033485,False,False,False
0.24216478768274738,0.03515302889070923,0.015586037904714873,0.02523984794340645,0.13370231781307693,False,False,False
0.12284369783321811,0.00961506715850054,0.003114483027076846,0.0063216907367454524,0.06458269428498178,False,False,False
0.10846320921240478,0.0014460008794680286,0.0047537080252626086,0.0031217771641516784,0.05579249318827823,False,False,False
0.26116843676289264,0.03315827921590022,0.052869195863472614,0.04314437689972138,0.15215640683130702,False,False,False
0.007075652614192505,0.0007985209899656614,0.00015577670254086635,0.0004728888869689427,0.003774270750580724,False,False,False
0.008706460048557022,0.0059595817323197485,0.00017156699560673391,0.0030272127517360255,0.005866836400146524,False,False,False
0.1403299925385975,0.013428586474793272,0.00987745789210202,0.01162948613113007,0.07597973933486378,False,False,False
0.17522601441586502,0.012485296869935077,0.0023929995140531783,0.007372258798089792,0.0912991366069774,False,False,False
0.20191763343513452,0.042708368336460203,0.004757342137206419,0.023481324683283365,0.11269947905920895,False,False,False
0.12277248054839501,0.0052617036224629895,0.005926948598524377,0.005598735199096361,0.06418560787374569,False,False,False
0.05892257026842757,0.004082475886398602,0.0016086680656846447,0.0028291761545622927,0.03087587321149493,False,False,False
0.018035743343531377,0.0024552660397627168,0.0004682107107339201,0.0014485686357998812,0.00974215598966563,False,False,False
0.005305509979443538,0.005685844738956896,8.076854652192743e-05,0.002846157504532432,0.004075833741987985,False,False,False
0.08974716703394132,0.004606430304760892,0.010576280846050052,0.007630922352951278,0.0486890446934463,False,False,False
0.06980491511127261,0.002256307417741916,0.006020378803206855,0.004163290498042159,0.03698410280465739,False,False,False
0.02097584231125803,0.017148167774483795,8.928003779665616e-05,0.00850566157541886,0.014740751943338445,False,False,False
0.10864556028735678,0.004591587805828441,0.0038141240063859186,0.004197703057306409,0.05642163167233159,False,False,False
0.03981237002569373,0.002157256347634325,0.012824995813379782,0.007561829370554012,0.02368709969812387,False,False,False
0.16667817951322847,0.014095797103476465,0.01126256191809722,0.012660401488533268,0.08966929050088086,False,False,False
0.11155710500851304,0.00799452825440265,0.020239825030287463,0.014198335614443742,0.0628777203114784,False,False,False
0.264176738173679,0.0943971787993277,0.016733301074790354,0.055050501862459286,0.15961362001806914,False,False,False
0.32501200505956435,0.0828687947277315,0.019586920363513175,0.050808440036200074,0.1879102225478822,False,False,False
0.2176954883091024,0.030692230590996093,0.007607602348065552,0.018996916935606407,0.1183462026223544,False,False,False
0.11154053993944794,0.006005405084217088,0.012001799549756189,0.009043345021473784,0.06029194248046087,False,False,False
0.31989608604866204,0.034571978485066386,0.02169922960627845,0.028050286467323125,0.17397318625799257,False,False,False
0.1785862627764564,0.0031609618505315765,0.010098788866572483,0.006675857658493443,0.09263106021747491,False,False,False
0.05312848000577096,0.002826511904578268,0.0039539469988009715,0.0033977018286380735,0.028263090917204515,False,False,False
0.18565912214769587,0.016473153490642857,0.011006479015220776,0.013703584409037505,0.09968135327836669,False,False,False
0.06792304548733873,0.005905329256299933,0.011362674922704777,0.008670172104225465,0.038296608795782096,False,False,False
0.07618027026551934,0.007127750110056044,0.009583769090819058,0.008372037521633069,0.0422761538935762,False,False,False
0.0259702182771234,0.003620758614068823,0.006900894243554129,0.005282566403015904,0.015626392340069652,False,False,False
0.13845061557052318,0.005596512341851417,0.007659559086040733,0.006641709106777164,0.07254616233865017,False,False,False
0.008305745695496415,0.002564634471438846,6.41170172553328e-05,0.0012978028976443447,0.00480177429657038,False,False,False
0.09234713409545012,0.003198957895191072,0.0036469604438486925,0.0034259284259627516,0.04788653126070643,False,False,False
0.08465090033186996,0.009513337095842962,0.00957276125223103,0.009543443023491081,0.04709717167768052,False,False,False
0.20921465139234927,0.021809092621433473,0.009893723629953043,0.015772435838028533,0.1124935436151889,False,False,False
0.2527501012344523,0.016133411349061808,0.015350432206697972,0.015736732374672113,0.1342434168045622,False,False,False
0.031234233606723158,0.0015053976293538606,0.0014599307293680496,0.0014823628353482377,0.016358298221035697,False,False,False
0.17193480423253227,0.018165673812460714,0.01112114590867551,0.014596720372019527,0.0932657623022759,False,False,False
0.32524304183780983,0.043374072315731274,0.020110822028482918,0.03158826377291781,0.1784156528053638,False,False,False
0.07396995001129376,0.0021506819027898826,0.002793204236898449,0.002476201558073654,0.03822307578468371,False,False,False
0.03724868055837877,0.010267722986584245,0.002779085912575879,0.0064737715089931485,0.02186122603368596,False,False,False
0.0795772743371464,0.008759475618183158,0.004113336071860126,0.006405612315333638,0.04299144332624002,False,False,False
0.009980495087064622,0.03716970771893378,0.004389301269068228,0.020562243602644945,0.015271369344854784,False,False,False
0.26637072841497983,0.0032735465469346057,0.007035253194949788,0.005179331585581481,0.13577503000028066,False,False,False
0.16182028391137565,0.004155503465343449,0.010099827535987095,0.007167063094715013,0.08449367350304533,False,False,False
0.2504878148393743,0.016578123715514623,0.020155476642522905,0.018390510040176396,0.13443916243977536,False,False,False
0.14050386181062638,0.014595282062259558,0.012574516310319372,0.013571506022017394,0.07703768391632189,False,False,False
0.06726185341888387,0.0019440360424084907,0.0032436669061803,0.0026024651246568074,0.03493215927177034,False,False,False
0.9967426545771575,0.459186052785316,0.9378732526445182,0.7017022798719721,0.8492224672245647,True,True,True
0.0010726150510090996,0.0003133676865952185,2.2257267784369237e-05,0.00016588306520490557,0.0006192490581070026,False,False,False
0.02650482789462658,0.0032631728727842515,0.0014579303532429844,0.0023485868864776844,0.014426707390552133,False,False,False
0.016758274578703547,0.0005156721787885708,0.0007094877131496465,0.0006138645101436968,0.008686069544423622,False,False,False
0.050703978377685414,0.0016456087135428858,0.011434220935421254,0.006604791464120955,0.028654384920903185,False,False,False
0.03684771808793507,0.0020340788420689752,0.0034270233721088576,0.002739783218675722,0.019793750653305395,False,False,False
0.004117749562457987,0.008234833536737176,0.00018030695105720874,0.004154186719561329,0.004135968141009657,False,False,False
0.0028377876080371584,0.003328482157587776,0.00015149397839449053,0.0017189317310389103,0.002278359669538034,False,False,False
0.0038808233957062536,0.011154905798297168,0.0001687412000849475,0.005589009761605393,0.004734916578655823,False,False,False
0.03173635789118715,0.0013230751233335783,0.003194340424317905,0.0022711100839641865,0.01700373398757567,False,False,False
0.0011860359620618844,0.001217309867241549,0.0003154348799049563,0.000760394956424989,0.0009732154592434366,False,False,False
0.02198403398216725,0.0008122582938881106,0.003447292514740581,0.002147239796784637,0.012065636889475944,False,False,False
0.0554663822966004,0.0054603742564983794,0.006033761255751326,0.005750868031473488,0.030608625164036944,False,False,False
0.04864297365886846,0.0036862968961719725,0.035284154562964604,0.01969464896329568,0.03416881131108207,False,False,False
0.11823506930467824,0.004251838544828299,0.010618702322106606,0.007477468522179674,0.06285626891342895,False,False,False
0.0065498792969744014,0.00012590912884138673,0.0034678666758219704,0.0018190376177917834,0.004184458457383093,False,False,False
0.530337765329048,0.03232253302847651,0.9671522637638753,0.5059332319004475,0.5181354986147477,False,True,True
0.01243726527158893,0.000261103607436819,0.0016455927655368758,0.0009625242578397654,0.006699894764714347,False,False,False
0.08527507347650233,0.005361730846359929,0.0038812281080140786,0.004611667050209319,0.04494337026335583,False,False,False
0.03666936782790088,0.0009435019119769148,0.00288503376124513,0.001927135857049186,0.019298251842475033,False,False,False
0.044875830431584676,0.0027971300774751176,0.010403395029824564,0.006650675104390028,0.02576325276798735,False,False,False
0.03496242644314943,0.0012904597590818157,0.004935369053533021,0.0031370720153180197,0.019049749229233727,False,False,False
0.0478072485822078,0.005167216070648626,0.004154784271520515,0.00465429000916354,0.02623076929568567,False,False,False
0.004291988571644643,0.0005201419035707719,1.6303821844632614e-05,0.00026488354136944,0.0022784360565070417,False,False,False
0.0006508347318601187,0.00010792602613038843,1.888482037550753e-05,6.281527890073228e-05,0.0003568250053804255,False,False,False
0.07127295874218856,0.002038428939549848,0.00046999087963789263,0.0012438146678065425,0.03625838670499755,False,False,False
0.04418009845504498,0.0007720052214624002,0.0010631864932657059,0.0009195257389460563,0.022549812096995518,False,False,False
0.09994347871923778,0.0013167655604644302,0.000542416369891524,0.0009244587592786386,0.05043396873925821,False,False,False
0.05598852360561432,0.0009329691235273576,0.0006369197774958448,0.0007829823044685814,0.028385752955041452,False,False,False
0.05911141862287061,0.015656454320319774,0.0015812495726299713,0.008525564770973281,0.03381849169692194,False,False,False
0.10144968270871821,0.006751699426227882,0.004116818366513075,0.0054167955190164985,0.053433239113867353,False,False,False
0.03569177235416526,0.0004953134652407791,0.0011783632552458013,0.0008413654550016795,0.01826656890458347,False,False,False
0.001562615386960958,7.073134732453128e-05,0.000401832950389962,0.00023847661308762258,0.0009005460000242903,False,False,False
0.05166724038088398,0.0032451279099915092,0.000415416912483594,0.0018115177464795395,0.02673937906368176,False,False,False
0.0006144749050707917,0.00599696509484215,4.9487231078992335e-05,0.002983807666305326,0.0017991412856880587,False,False,False
0.019023996528067792,0.0011547435662206378,0.0006328937066822093,0.0008903599372491806,0.009957178232658487,False,False,False
0.03947267579495948,0.002408781449910065,0.0009282403586538514,0.0016586982231101264,0.020565687009034803,False,False,False
0.00751468878438066,0.000641483196673946,0.00013311222115465365,0.00038392834461279887,0.003949308564496729,False,False,False
0.047899777682326394,0.002439611111583997,0.002933067086367383,0.002689609610129674,0.025294693646228033,False,False,False
0.03185781492911791,0.001267704766803767,0.0010794987100382094,0.0011723543525560805,0.016515084640836997,False,False,False
0.9931371295597172,0.07010189040456298,0.7576571964075428,0.4184364996740374,0.7057868146168773,True,True,True
0.051175381077979004,0.009471699442531524,0.002132931738792976,0.005753675949320164,0.028464528513649584,False,False,False
0.04234141537778698,0.0014243652423108165,0.0006156222057169779,0.0010146335637218912,0.021678024470754436,False,False,False
0.01978789425573235,0.0007672474373655198,0.0005900901767660843,0.0006774946500459098,0.01023269445288913,False,False,False
0.024791640102612398,0.0031137987924211904,0.0012343222694510651,0.0021616037987327676,0.013476621950672583,False,False,False
0.04246024174919595,0.001219688206582829,0.0006896742582420043,0.0009511684235330093,0.02170570508636448,False,False,False
0.04780021574659586,0.00204891240105875,0.001853033396391356,0.0019496746583503627,0.024874945202473114,False,False,False
0.025915045946568745,0.0004270109129332961,0.00010933344989938389,0.00026606668925631947,0.013090556317912533,False,False,False
0.10724680005675145,0.006627055437797789,0.0013211079603968948,0.00393891511627319,0.05559285758651232,False,False,False
0.048109057982495734,0.0026365406180335724,0.0003803365073222735,0.0014934849678552343,0.024801271475175485,False,False,False
0.015969054945451675,0.000640737125406111,0.0013467522854246254,0.0009984240092919417,0.00848373947737181,False,False,False
0.0970322840319001,0.025641547695690183,0.0014314792398945047,0.013376054778528016,0.05520416940521406,False,False,False
0.0008565805078497375,0.00022285413557391652,1.4670989945922125e-05,0.00011738277340759323,0.0004869816406286654,False,False,False
0.01690739105819897,0.0020254455130771305,0.00027079411769485406,0.0011364903950259082,0.00902194072661244,False,False,False
0.016595864122646416,0.0010472287875368858,0.0009495375602911048,0.0009977356992360486,0.008796799910941231,False,False,False
0.02532253520980057,0.001610010397328034,0.0004100589581328948,0.0010020816793543694,0.01316230844457747,False,False,False
0.9516648931869977,0.997563767159904,0.04587157842913744,0.5154100788500566,0.7335374860185271,True,True,True
0.09118287084009909,0.006045908986766898,0.0010653736460155044,0.0035226314893404926,0.04735275116471979,False,False,False
0.027342298522965377,0.004373547144255707,9.898323601569314e-05,0.0022079343771458427,0.01477511645005561,False,False,False
0.06181671721676762,0.001912053763929633,0.000744162468639394,0.0013203676050675523,0.03156854241091758,False,False,False
0.01947292066968892,0.001036896317483853,0.0011758281470384535,0.0011072830400361553,0.010290101854862538,False,False,False
0.001819751707877452,0.007607612098435901,1.671262377588922e-05,0.003761851649169447,0.0027908016785234495,False,False,False
0.026010950718920543,0.0015206081165059155,0.00025993588551848627,0.0008819165593848662,0.013446433639152704,False,False,False
0.016968304678616007,0.001626841847468732,0.0001161294201350882,0.0008614729840488585,0.008914888831332433,False,False,False
0.03292321150591632,0.005722312118316654,0.001371160463470752,0.003517897872175405,0.018220554689045862,False,False,False
0.0337280723096854,0.0028040635228223456,0.0010155399885106,0.0018979478386666898,0.017813010074176044,False,False,False
0.09662880452163346,0.0055531276077994815,0.0008947890967072654,0.003193083970671009,0.049910944246152236,False,False,False
0.04412820860615322,0.009814613900404012,0.00039266535828177805,0.0050411931510875654,0.024584700878620393,False,False,False
0.07722036503048811,0.0024533983389279247,0.04148797852157763,0.022229400526979286,0.0497248827787337,False,False,False
0.9997628368075439,0.9999172182196119,0.9994019974877094,0.9996561930907708,0.9997095149491573,True,True,True
0.09209035028953431,0.007266610622905108,0.040645098277012785,0.024177079284096972,0.05813371478681564,False,False,False
